sctid,fsn/term,pt/term,conceptId,batch
,Structure of aortic hiatus of diaphragm (body structure),Aortic aperture of diaphragm,68089008,respiratory system structure
,Structure of nasopharyngeal submucosa (body structure),Nasopharyngeal submucosa,68239006,respiratory system structure
,Nasal septum structure (body structure),Nasal septum,68426009,respiratory system structure
,Laryngeal cavity structure (body structure),Laryngeal cavity,68584007,respiratory system structure
,Structure of leaf of epiglottis (body structure),Leaf of epiglottis,6864006,respiratory system structure
,Rima glottidis structure (body structure),Fissure of glottis,68876001,respiratory system structure
,Structure of quadrangular membrane of larynx (body structure),Quadrangular membrane of larynx,69237000,respiratory system structure
,Entire bronchiole of middle lobe of right lung (body structure),Entire bronchiole of middle lobe of right lung,69714005,respiratory system structure
,Structure of nasal gland (body structure),Nasal gland,69912002,respiratory system structure
,Skin structure of nasal vestibule (body structure),Skin structure of nasal vestibule,699921002,respiratory system structure
,Structure of cricoarytenoid ligament (body structure),Structure of cricoarytenoid ligament,699978005,respiratory system structure
,Structure of ligament of thyroid cartilage (body structure),Structure of ligament of thyroid cartilage,699979002,respiratory system structure
,Cricothyroid articulation structure (body structure),Cricothyroid articulation,70023007,respiratory system structure
,Right main bronchus structure (body structure),Right main bronchus,70074004,respiratory system structure
,Structure of anterior basal branch of right pulmonary artery (body structure),Anterior basal branch of right pulmonary artery,70081006,respiratory system structure
,Structure of anterior basal branch of left pulmonary artery (body structure),Anterior basal branch of left pulmonary artery,70162000,respiratory system structure
,Structure of lymphatic vessel of nasal cavity (body structure),Lymphatic vessel of nasal cavity,70360003,respiratory system structure
,Structure of oral portion of nasopharynx (body structure),Oral portion of nasopharynx,70361004,respiratory system structure
,Structure of lateral wall of nasopharynx (body structure),Lateral wall of nasopharynx,70988003,respiratory system structure
,"Structure of superior posterior alveolar artery, including dental branches (body structure)","Structure of superior posterior alveolar artery, including dental branches",71224001,respiratory system structure
,Structure of mucous membrane of larynx (body structure),Mucous membrane of larynx,71248005,respiratory system structure
,Structure of lamina propria of nose (body structure),Lamina propria of nose,71398008,respiratory system structure
,Structure of organ in respiratory system (body structure),Structure of organ in respiratory system,714323000,respiratory system structure
,Entire organ in respiratory system (body structure),Entire organ in respiratory system,714324006,respiratory system structure
,Structure of choana (body structure),Choana,71717001,respiratory system structure
,Nasopharyngeal structure (body structure),Nasopharyngeal structure,71836000,respiratory system structure
,Structure of intercartilaginous glottis (body structure),Interarytenoid space,71955001,respiratory system structure
,Structure of costomediastinal sinus (body structure),Costomediastinal sinus,72158002,respiratory system structure
,Entire bronchiole of left upper lobe (body structure),Entire bronchiole of left upper lobe,72426004,respiratory system structure
,Structure of middle lobe of right lung (body structure),Intermediate lobe of right lung,72481006,respiratory system structure
,Structure of nasopharyngeal pituitary gland (body structure),Nasopharyngeal pituitary gland,72531000,respiratory system structure
,Entire mucous membrane of bronchiole (body structure),Entire mucous membrane of bronchiole,725605007,respiratory system structure
,Entire lamina propria of ethmoid sinus (body structure),Entire lamina propria of ethmoid sinus,726023006,respiratory system structure
,Entire tracheal submucosa (body structure),Entire tracheal submucosa,726071006,respiratory system structure
,Entire tracheal mucous membrane (body structure),Entire tracheal mucous membrane,726085001,respiratory system structure
,Structure of thoracic trachea (body structure),Structure of thoracic trachea,726661005,respiratory system structure
,Entire thoracic trachea (body structure),Entire thoracic trachea,726662003,respiratory system structure
,Structure of cervical trachea (body structure),Structure of cervical trachea,726663008,respiratory system structure
,Entire cervical trachea (body structure),Entire cervical trachea,726664002,respiratory system structure
,Bronchopulmonary segment structure (body structure),BPS - Bronchopulmonary segment,72674008,respiratory system structure
,Entire paraesophageal lymph node below carina (body structure),Entire paraesophageal lymph node below carina,726788006,respiratory system structure
,Entire pharyngoesophageal junction (body structure),Entire pharyngoesophageal junction,726791006,respiratory system structure
,Entire esophageal aperture of diaphragm (body structure),Entire esophageal aperture of diaphragm,726802004,respiratory system structure
,Entire lamina propria of sphenoid sinus (body structure),Entire lamina propria of sphenoid sinus,726847003,respiratory system structure
,Entire lamina propria of maxillary sinus (body structure),Entire lamina propria of maxillary sinus,726853003,respiratory system structure
,Entire lamina muscularis of mucous membrane of oropharynx (body structure),Entire lamina muscularis of mucous membrane of oropharynx,726867007,respiratory system structure
,Entire sternocostal trigone (body structure),Entire sternocostal trigone,726873008,respiratory system structure
,Entire mucous gland of bronchiole (body structure),Entire mucous gland of bronchiole,726881009,respiratory system structure
,Entire septum of maxillary sinus (body structure),Entire septum of maxillary sinus,726888003,respiratory system structure
,Entire pharyngeal submucosa (body structure),Entire pharyngeal submucosa,726891003,respiratory system structure
,Structure of commissure of larynx (body structure),Commissure of larynx,72691007,respiratory system structure
,Entire infraglottic space (body structure),Entire infraglottic space,726931004,respiratory system structure
,Entire glossopalatine arch (body structure),Entire anterior pillar of fauces,726938005,respiratory system structure
,Entire muscularis of bronchus (body structure),Entire muscularis of bronchus,726945005,respiratory system structure
